user_id,group_name,group,perk
536313,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
536343,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
536387,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
536431,Big Spenders,2,1 Night Free (with Flight Booking)
536467,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
536469,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
536474,Luxury Lovers,5,Free Hotel Meal
536488,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
536489,Big Spenders,2,1 Night Free (with Flight Booking)
536490,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
536532,Luxury Lovers,5,Free Hotel Meal
536566,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
536574,Big Spenders,2,1 Night Free (with Flight Booking)
536594,Luxury Lovers,5,Free Hotel Meal
536604,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
536622,Other Frequent Travelers,6,No Cancellation Fees
536641,Other Frequent Travelers,6,No Cancellation Fees
536651,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
536652,Other Frequent Travelers,6,No Cancellation Fees
536656,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
536658,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
536659,Big Spenders,2,1 Night Free (with Flight Booking)
536672,Big Spenders,2,1 Night Free (with Flight Booking)
536675,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
536691,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
536695,Other Frequent Travelers,6,No Cancellation Fees
536763,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
536764,Other Frequent Travelers,6,No Cancellation Fees
536782,Other Frequent Travelers,6,No Cancellation Fees
536791,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
536810,Big Spenders,2,1 Night Free (with Flight Booking)
536843,Other Frequent Travelers,6,No Cancellation Fees
536876,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
536893,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
536951,Other Frequent Travelers,6,No Cancellation Fees
536964,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
536995,Luxury Lovers,5,Free Hotel Meal
537038,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
537066,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
537098,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537121,Luxury Lovers,5,Free Hotel Meal
537123,Big Spenders,2,1 Night Free (with Flight Booking)
537177,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537181,Big Spenders,2,1 Night Free (with Flight Booking)
537212,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537227,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
537289,Other Frequent Travelers,6,No Cancellation Fees
537317,Luxury Lovers,5,Free Hotel Meal
537373,Big Spenders,2,1 Night Free (with Flight Booking)
537393,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
537400,Luxury Lovers,5,Free Hotel Meal
537412,Big Spenders,2,1 Night Free (with Flight Booking)
537413,Other Frequent Travelers,6,No Cancellation Fees
537414,Big Spenders,2,1 Night Free (with Flight Booking)
537470,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537481,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537507,Luxury Lovers,5,Free Hotel Meal
537560,Other Frequent Travelers,6,No Cancellation Fees
537580,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537586,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537595,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
537659,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
537671,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
537676,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537688,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
537723,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
537725,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537748,Big Spenders,2,1 Night Free (with Flight Booking)
537770,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537776,Luxury Lovers,5,Free Hotel Meal
537795,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
537804,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
537818,Other Frequent Travelers,6,No Cancellation Fees
537819,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
537834,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537860,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
537861,Luxury Lovers,5,Free Hotel Meal
537904,Other Frequent Travelers,6,No Cancellation Fees
537922,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
537926,Luxury Lovers,5,Free Hotel Meal
537975,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
538069,Big Spenders,2,1 Night Free (with Flight Booking)
538074,Big Spenders,2,1 Night Free (with Flight Booking)
538084,Other Frequent Travelers,6,No Cancellation Fees
538108,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
538112,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
538131,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
538134,Big Spenders,2,1 Night Free (with Flight Booking)
538139,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
538147,Luxury Lovers,5,Free Hotel Meal
538167,Other Frequent Travelers,6,No Cancellation Fees
538188,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
538197,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
538214,Other Frequent Travelers,6,No Cancellation Fees
538216,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
538260,Big Spenders,2,1 Night Free (with Flight Booking)
538270,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
538274,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
538279,Big Spenders,2,1 Night Free (with Flight Booking)
538306,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
538319,Big Spenders,2,1 Night Free (with Flight Booking)
538321,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
538331,Big Spenders,2,1 Night Free (with Flight Booking)
538349,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
538350,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
538388,Other Frequent Travelers,6,No Cancellation Fees
538413,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
538426,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
538432,Other Frequent Travelers,6,No Cancellation Fees
538438,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
538441,Luxury Lovers,5,Free Hotel Meal
538454,Other Frequent Travelers,6,No Cancellation Fees
538457,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
538458,Other Frequent Travelers,6,No Cancellation Fees
538463,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
538489,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
538511,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
538522,Other Frequent Travelers,6,No Cancellation Fees
538529,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
538538,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
538608,Other Frequent Travelers,6,No Cancellation Fees
538638,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
538641,Luxury Lovers,5,Free Hotel Meal
538666,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
538677,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
538680,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
538681,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
538691,Other Frequent Travelers,6,No Cancellation Fees
538696,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
538703,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
538714,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
538780,Big Spenders,2,1 Night Free (with Flight Booking)
538788,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
538814,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
538883,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
538915,Luxury Lovers,5,Free Hotel Meal
538919,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
538944,Big Spenders,2,1 Night Free (with Flight Booking)
538976,Luxury Lovers,5,Free Hotel Meal
539008,Other Frequent Travelers,6,No Cancellation Fees
539010,Luxury Lovers,5,Free Hotel Meal
539012,Big Spenders,2,1 Night Free (with Flight Booking)
539093,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
539105,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
539135,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
539140,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
539146,Luxury Lovers,5,Free Hotel Meal
539209,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
539221,Luxury Lovers,5,Free Hotel Meal
539243,Luxury Lovers,5,Free Hotel Meal
539267,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
539283,Luxury Lovers,5,Free Hotel Meal
539300,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
539304,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
539307,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
539315,Other Frequent Travelers,6,No Cancellation Fees
539317,Big Spenders,2,1 Night Free (with Flight Booking)
539320,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
539337,Big Spenders,2,1 Night Free (with Flight Booking)
539338,Other Frequent Travelers,6,No Cancellation Fees
539384,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
539414,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
539426,Other Frequent Travelers,6,No Cancellation Fees
539453,Luxury Lovers,5,Free Hotel Meal
539460,Other Frequent Travelers,6,No Cancellation Fees
539493,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
539510,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
539519,Other Frequent Travelers,6,No Cancellation Fees
539528,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
539542,Luxury Lovers,5,Free Hotel Meal
539558,Big Spenders,2,1 Night Free (with Flight Booking)
539566,Big Spenders,2,1 Night Free (with Flight Booking)
539611,Other Frequent Travelers,6,No Cancellation Fees
539625,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
539627,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
539637,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
539648,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
539656,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
539669,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
539671,Luxury Lovers,5,Free Hotel Meal
539710,Big Spenders,2,1 Night Free (with Flight Booking)
539729,Luxury Lovers,5,Free Hotel Meal
539782,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
539794,Big Spenders,2,1 Night Free (with Flight Booking)
539855,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
539864,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
539866,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
539868,Luxury Lovers,5,Free Hotel Meal
539883,Other Frequent Travelers,6,No Cancellation Fees
539888,Luxury Lovers,5,Free Hotel Meal
539899,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
539912,Big Spenders,2,1 Night Free (with Flight Booking)
539916,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
539917,Other Frequent Travelers,6,No Cancellation Fees
539919,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
539936,Luxury Lovers,5,Free Hotel Meal
539953,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
539962,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
540014,Luxury Lovers,5,Free Hotel Meal
540029,Big Spenders,2,1 Night Free (with Flight Booking)
540043,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
540094,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
540138,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
540147,Big Spenders,2,1 Night Free (with Flight Booking)
540150,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
540180,Big Spenders,2,1 Night Free (with Flight Booking)
540199,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
540226,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
540244,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
540252,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
540253,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
540260,Luxury Lovers,5,Free Hotel Meal
540302,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
540306,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
540308,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
540319,Luxury Lovers,5,Free Hotel Meal
540347,Big Spenders,2,1 Night Free (with Flight Booking)
540348,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
540413,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
540415,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
540444,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
540455,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
540475,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
540502,Other Frequent Travelers,6,No Cancellation Fees
540527,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
540557,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
540572,Big Spenders,2,1 Night Free (with Flight Booking)
540580,Other Frequent Travelers,6,No Cancellation Fees
540597,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
540605,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
540614,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
540622,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
540642,Luxury Lovers,5,Free Hotel Meal
540652,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
540653,Luxury Lovers,5,Free Hotel Meal
540654,Big Spenders,2,1 Night Free (with Flight Booking)
540656,Big Spenders,2,1 Night Free (with Flight Booking)
540664,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
540666,Luxury Lovers,5,Free Hotel Meal
540698,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
540708,Other Frequent Travelers,6,No Cancellation Fees
540718,Luxury Lovers,5,Free Hotel Meal
540733,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
540777,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
540819,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
540837,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
540857,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
540863,Luxury Lovers,5,Free Hotel Meal
540924,Luxury Lovers,5,Free Hotel Meal
540941,Luxury Lovers,5,Free Hotel Meal
540966,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
540973,Other Frequent Travelers,6,No Cancellation Fees
540974,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
541001,Luxury Lovers,5,Free Hotel Meal
541034,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541040,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541041,Luxury Lovers,5,Free Hotel Meal
541047,Luxury Lovers,5,Free Hotel Meal
541061,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541083,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541084,Other Frequent Travelers,6,No Cancellation Fees
541112,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
541132,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
541150,Luxury Lovers,5,Free Hotel Meal
541162,Other Frequent Travelers,6,No Cancellation Fees
541168,Other Frequent Travelers,6,No Cancellation Fees
541176,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
541193,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
541216,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541224,Luxury Lovers,5,Free Hotel Meal
541235,Big Spenders,2,1 Night Free (with Flight Booking)
541236,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
541240,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541249,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
541259,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
541262,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
541282,Luxury Lovers,5,Free Hotel Meal
541289,Big Spenders,2,1 Night Free (with Flight Booking)
541326,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541352,Luxury Lovers,5,Free Hotel Meal
541357,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
541382,Other Frequent Travelers,6,No Cancellation Fees
541389,Other Frequent Travelers,6,No Cancellation Fees
541438,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
541454,Big Spenders,2,1 Night Free (with Flight Booking)
541497,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
541505,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541516,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541539,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
541540,Big Spenders,2,1 Night Free (with Flight Booking)
541612,Luxury Lovers,5,Free Hotel Meal
541649,Big Spenders,2,1 Night Free (with Flight Booking)
541672,Big Spenders,2,1 Night Free (with Flight Booking)
541699,Big Spenders,2,1 Night Free (with Flight Booking)
541700,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541734,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
541735,Luxury Lovers,5,Free Hotel Meal
541752,Luxury Lovers,5,Free Hotel Meal
541764,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541812,Other Frequent Travelers,6,No Cancellation Fees
541878,Luxury Lovers,5,Free Hotel Meal
541901,Luxury Lovers,5,Free Hotel Meal
541906,Luxury Lovers,5,Free Hotel Meal
541921,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
541923,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
541931,Luxury Lovers,5,Free Hotel Meal
541939,Other Frequent Travelers,6,No Cancellation Fees
541967,Other Frequent Travelers,6,No Cancellation Fees
541972,Big Spenders,2,1 Night Free (with Flight Booking)
541980,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
541988,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
541998,Other Frequent Travelers,6,No Cancellation Fees
541999,Luxury Lovers,5,Free Hotel Meal
542012,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
542015,Big Spenders,2,1 Night Free (with Flight Booking)
542027,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
542036,Luxury Lovers,5,Free Hotel Meal
542056,Luxury Lovers,5,Free Hotel Meal
542059,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
542065,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
542080,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
542095,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
542142,Big Spenders,2,1 Night Free (with Flight Booking)
542153,Luxury Lovers,5,Free Hotel Meal
542189,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
542194,Other Frequent Travelers,6,No Cancellation Fees
542196,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
542208,Big Spenders,2,1 Night Free (with Flight Booking)
542230,Big Spenders,2,1 Night Free (with Flight Booking)
542254,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
542267,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
542270,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
542277,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
542282,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
542303,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
542316,Luxury Lovers,5,Free Hotel Meal
542326,Other Frequent Travelers,6,No Cancellation Fees
542334,Luxury Lovers,5,Free Hotel Meal
542358,Luxury Lovers,5,Free Hotel Meal
542366,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
542383,Other Frequent Travelers,6,No Cancellation Fees
542418,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
542451,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
542471,Big Spenders,2,1 Night Free (with Flight Booking)
542482,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
542570,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
542585,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
542605,Luxury Lovers,5,Free Hotel Meal
542638,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
542657,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
542658,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
542663,Big Spenders,2,1 Night Free (with Flight Booking)
542670,Luxury Lovers,5,Free Hotel Meal
542706,Luxury Lovers,5,Free Hotel Meal
542752,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
542760,Big Spenders,2,1 Night Free (with Flight Booking)
542767,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
542795,Other Frequent Travelers,6,No Cancellation Fees
542796,Other Frequent Travelers,6,No Cancellation Fees
542805,Other Frequent Travelers,6,No Cancellation Fees
542812,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
542815,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
542825,Luxury Lovers,5,Free Hotel Meal
542843,Big Spenders,2,1 Night Free (with Flight Booking)
542850,Other Frequent Travelers,6,No Cancellation Fees
542857,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
542874,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
542914,Luxury Lovers,5,Free Hotel Meal
542918,Luxury Lovers,5,Free Hotel Meal
542937,Big Spenders,2,1 Night Free (with Flight Booking)
542965,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
542976,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543008,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
543038,Other Frequent Travelers,6,No Cancellation Fees
543052,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543074,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543075,Luxury Lovers,5,Free Hotel Meal
543081,Big Spenders,2,1 Night Free (with Flight Booking)
543114,Other Frequent Travelers,6,No Cancellation Fees
543126,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543165,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543222,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
543237,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
543240,Luxury Lovers,5,Free Hotel Meal
543271,Big Spenders,2,1 Night Free (with Flight Booking)
543273,Luxury Lovers,5,Free Hotel Meal
543304,Big Spenders,2,1 Night Free (with Flight Booking)
543306,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543327,Other Frequent Travelers,6,No Cancellation Fees
543339,Big Spenders,2,1 Night Free (with Flight Booking)
543352,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543375,Big Spenders,2,1 Night Free (with Flight Booking)
543385,Big Spenders,2,1 Night Free (with Flight Booking)
543428,Luxury Lovers,5,Free Hotel Meal
543437,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543476,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543497,Other Frequent Travelers,6,No Cancellation Fees
543557,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
543559,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543618,Luxury Lovers,5,Free Hotel Meal
543620,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
543659,Other Frequent Travelers,6,No Cancellation Fees
543660,Luxury Lovers,5,Free Hotel Meal
543666,Luxury Lovers,5,Free Hotel Meal
543668,Big Spenders,2,1 Night Free (with Flight Booking)
543671,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543694,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
543696,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
543713,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543716,Big Spenders,2,1 Night Free (with Flight Booking)
543723,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
543728,Big Spenders,2,1 Night Free (with Flight Booking)
543778,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543810,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
543816,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
543817,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
543826,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
543885,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
543900,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
543927,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
543928,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
543937,Luxury Lovers,5,Free Hotel Meal
543952,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
543968,Big Spenders,2,1 Night Free (with Flight Booking)
543976,Other Frequent Travelers,6,No Cancellation Fees
544002,Other Frequent Travelers,6,No Cancellation Fees
544008,Other Frequent Travelers,6,No Cancellation Fees
544012,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
544015,Luxury Lovers,5,Free Hotel Meal
544043,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
544163,Luxury Lovers,5,Free Hotel Meal
544207,Other Frequent Travelers,6,No Cancellation Fees
544254,Big Spenders,2,1 Night Free (with Flight Booking)
544256,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
544271,Other Infrequent Travelers,7,Exclusive Discounts (10%) + Discount on Next Booking
544333,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
544364,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
544367,Other Frequent Travelers,6,No Cancellation Fees
544391,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
544406,Bargain Hunters (High-Spenders),3,Exclusive Discounts (10%)
544414,Big Spenders,2,1 Night Free (with Flight Booking)
544425,Zerobookers,1,"Free Checked Bag + Irresistible ""First Booking"" Offer"
544444,Bargain Hunters (Budget),4,Exclusive Discounts (10%)
